Id,file,jurisdiction,last_reform_date,source,text,title
6.00001,6.00001.txt,MX,2018-07-23,https://www.diputados.gob.mx/LeyesBiblio/regla/n587_23jul18.doc,6.00001.txt,"MANUAL 
			
			ADMINISTRATIVO DE 
			APLICACIÓN GENERAL EN LAS MATERIAS DE TECNOLOGÍAS DE LA INFORMACIÓN 
			Y COMUNICACIONES Y DE SEGURIDAD DE LA INFORMACIÓN.
			
				 
			
	
			
			REFORMA
			
	
	
	DOF 23/07/2018"
6.00002,6.00002.txt,MX,2016-02-03,https://www.diputados.gob.mx/LeyesBiblio/regla/n443_03feb16.doc,6.00002.txt,"MANUAL 
			ADMINISTRATIVO DE APLICACIÓN GENERAL EN MATERIA DE ADQUISICIONES, 
			ARRENDAMIENTOS Y SERVICIOS DEL SECTOR PÚBLICO.
			
			 
			
	
			
			REFORMA
			DOF 
			03/02/2016"
6.00003,6.00003.txt,MX,2018-09-05,https://www.diputados.gob.mx/LeyesBiblio/regla/n481.doc,6.00003.txt,"MANUAL 
			ADMINISTRATIVO DE APLICACIÓN GENERAL EN MATERIA DE CONTROL INTERNO.
			
			 
			
	
			
			REFORMA
			DOF 
			05/09/2018"
6.00004,6.00004.txt,MX,2017-11-02,https://www.diputados.gob.mx/LeyesBiblio/regla/n444_03feb16.doc,6.00004.txt,"MANUAL 
			ADMINISTRATIVO DE APLICACIÓN GENERAL EN MATERIA DE OBRAS PÚBLICAS Y 
			SERVICIOS RELACIONADOS CON LAS MISMAS.
			
			 
	
			
			
			REFORMA
			DOF 
			03/02/2016, 
			02/11/2017"
6.00005,6.00005.txt,MX,2018-11-30,https://www.diputados.gob.mx/LeyesBiblio/regla/n457.doc,6.00005.txt,"MANUAL 
	
			
			ADMINISTRATIVO DE APLICACIÓN GENERAL EN 
			MATERIA DE RECURSOS FINANCIEROS.
			
	 
	
			
			
			REFORMA
			DOF 
			16/05/2016, 
			30/11/2018"
6.00006,6.00006.txt,MX,2019-05-27,https://www.diputados.gob.mx/LeyesBiblio/regla/n445_04feb16.doc,6.00006.txt,"MANUAL ADMINISTRATIVO DE APLICACIÓN GENERAL EN MATERIA DE 
			RECURSOS HUMANOS Y ORGANIZACIÓN.
			
			 
	
			
			
			REFORMAS
			DOF 
			04/02/2016, 
			17/05/2019,
			
			
			ACLARACIÓN
			27/05/2019"
6.00007,6.00007.txt,MX,2024-02-15,https://www.diputados.gob.mx/LeyesBiblio/norma/manual/man316_15feb24.pdf,6.00007.txt,"MANUAL 
				DE ACTUALIZACIÓN DE LA INFORMACIÓN EN PORTALES Y SITIOS WEB EN 
				EL CONSEJO NACIONAL PARA PREVENIR LA DISCRIMINACIÓN (CONAPRED)."
6.00008,6.00008.txt,MX,2021-04-28,https://www.diputados.gob.mx/LeyesBiblio/norma/manual/man085_28abr21.pdf,6.00008.txt,"MANUAL 
				
				DE ADMINISTRACIÓN DE ALMACENES Y 
				MANEJO DE BIENES MUEBLES EN CAPUFE, EN LA NORMATECA INTERNA DE 
				CAPUFE."
6.00009,6.00009.txt,MX,2022-02-02,https://www.diputados.gob.mx/LeyesBiblio/norma/manual/man031_02feb22.pdf,6.00009.txt,"MANUAL 
				
				DE ADMINISTRACIÓN DE BIENES MUEBLES Y MANEJO DE 
				ALMACENES DE LA CASA DE MONEDA DE MÉXICO."
6.00010,6.00010.txt,MX,2017-08-21,https://www.diputados.gob.mx/LeyesBiblio/regla/n509.pdf,6.00010.txt,"MANUAL DE ADMINISTRACIÓN 
			INMOBILIARIA DEL INSTITUTO NACIONAL ELECTORAL."
