text,jurisdiction,source,last_reform_date,title,Id
6.00001.txt,MX,https://www.diputados.gob.mx/LeyesBiblio/regla/n587_23jul18.doc,23/07/2018,"MANUAL 
			
			Administrativo de 
			Aplicación General en las Materias de Tecnologías de la Información 
			y Comunicaciones y de Seguridad de la Información.
			
				 
			
	
			
			Reforma
			
	
	
	DOF 23/07/2018",6.00001
6.00002.txt,MX,https://www.diputados.gob.mx/LeyesBiblio/regla/n443_03feb16.doc,03/02/2016,"MANUAL 
			Administrativo de Aplicación General en Materia de Adquisiciones, 
			Arrendamientos y Servicios del Sector Público.
			
			 
			
	
			
			Reforma
			DOF 
			03/02/2016",6.00002
6.00003.txt,MX,https://www.diputados.gob.mx/LeyesBiblio/regla/n481.doc,05/09/2018,"MANUAL 
			Administrativo de Aplicación General en Materia de Control Interno.
			
			 
			
	
			
			Reforma
			DOF 
			05/09/2018",6.00003
6.00004.txt,MX,https://www.diputados.gob.mx/LeyesBiblio/regla/n444_03feb16.doc,02/11/2017,"MANUAL 
			Administrativo de Aplicación General en Materia de Obras Públicas y 
			Servicios Relacionados con las Mismas.
			
			 
	
			
			
			Reforma
			DOF 
			03/02/2016, 
			02/11/2017",6.00004
6.00005.txt,MX,https://www.diputados.gob.mx/LeyesBiblio/regla/n457.doc,30/11/2018,"MANUAL 
	
			
			Administrativo de Aplicación General en 
			Materia de Recursos Financieros.
			
	 
	
			
			
			Reforma
			DOF 
			16/05/2016, 
			30/11/2018",6.00005
6.00006.txt,MX,https://www.diputados.gob.mx/LeyesBiblio/regla/n445_04feb16.doc,27/05/2019,"MANUAL Administrativo de Aplicación General en materia de 
			Recursos Humanos y Organización.
			
			 
	
			
			
			Reformas
			DOF 
			04/02/2016, 
			17/05/2019,
			
			
			Aclaración
			27/05/2019",6.00006
6.00007.txt,MX,https://www.diputados.gob.mx/LeyesBiblio/norma/manual/man316_15feb24.pdf,15/02/2024,"MANUAL 
				de Actualización de la Información en Portales y Sitios Web en 
				el Consejo Nacional para Prevenir la Discriminación (CONAPRED).",6.00007
6.00008.txt,MX,https://www.diputados.gob.mx/LeyesBiblio/norma/manual/man085_28abr21.pdf,28/04/2021,"MANUAL 
				
				de Administración de Almacenes y 
				Manejo de Bienes Muebles en CAPUFE, en la Normateca Interna de 
				CAPUFE.",6.00008
6.00009.txt,MX,https://www.diputados.gob.mx/LeyesBiblio/norma/manual/man031_02feb22.pdf,02/02/2022,"MANUAL 
				
				de Administración de Bienes Muebles y Manejo de 
				Almacenes de la Casa de Moneda de México.",6.00009
6.00010.txt,MX,https://www.diputados.gob.mx/LeyesBiblio/regla/n509.pdf,21/08/2017,"MANUAL de Administración 
			Inmobiliaria del Instituto Nacional Electoral.",6.00010
6.00011.txt,MX,https://www.diputados.gob.mx/LeyesBiblio/regla/n474.doc,14/09/2016,"MANUAL 
			
			de Asignación de Derechos Financieros 
			de Transmisión Legados.",6.00011
6.00012.txt,MX,https://www.diputados.gob.mx/LeyesBiblio/norma/manual/man269_13nov23.doc,13/11/2023,"MANUAL 
			de Contabilidad del Instituto Nacional de Geriatría. 
			(Aviso de publicación)",6.00012
