Id,title,last_reform_date,source,text,jurisdiction
9.00001,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la Declaratoria General de Inconstitucionalidad 6/2017, así como los Votos Particular formulado por el Ministro Jorge Mario Pardo Rebolledo y Concurrentes formulados por los Ministros Eduardo Medina Mora I. y Luis María Aguilar Morales.",02/04/2019,https://www.diputados.gob.mx/LeyesBiblio/compila/declara/001declara_02abr19.doc,9.00001.txt,MX
9.00002,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la Declaratoria General de Inconstitucionalidad 1/2018, así como los Votos Aclaratorio del señor Ministro Juan Luis González Alcántara Carrancá, Concurrente del señor Ministro Javier Laynez Potisek, y Particulares de la señora Ministra Yasmín Esquivel Mossa y de los señores Ministros Alberto Pérez Dayán y Jorge Mario Pardo Rebolledo.",15/07/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/declara/002declara_15jul21.doc,9.00002.txt,MX
9.00003,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la Declaratoria General de Inconstitucionalidad 8/2022, así como el Voto Aclaratorio del señor Ministro Juan Luis González Alcántara Carrancá.",02/11/2023,https://www.diputados.gob.mx/LeyesBiblio/compila/declara/003declara_02nov23.doc,9.00003.txt,MX
9.00004,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la Declaratoria General de Inconstitucionalidad 9/2022, así como el Voto Aclaratorio del señor Ministro Juan Luis González Alcántara Carrancá.",16/01/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/declara/004declara_16ene24.doc,9.00004.txt,MX
9.00005,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la Declaratoria General de Inconstitucionalidad 7/2022, así como los Votos Concurrente de la señora Ministra Loretta Ortiz Ahlf y Aclaratorio del señor Ministro Juan Luis González Alcántara Carrancá.",23/01/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/declara/005declara_23ene24.doc,9.00005.txt,MX
9.00006,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la Declaratoria General de Inconstitucionalidad 2/2022, así como los Votos Concurrentes de las señoras Ministras Yasmín Esquivel Mossa y Presidenta Norma Lucía Piña Hernández, y Aclaratorio y Adicional del señor Ministro Juan Luis González Alcántara Carrancá.",26/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/declara/006declara_26feb24.doc,9.00006.txt,MX
9.00007,VERSIÓN Pública de la Sentencia dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la Declaratoria General de Inconstitucionalidad 4/2023.,03/07/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/declara/007declara_03jul24.doc,9.00007.txt,MX
