Id,file,jurisdiction,last_reform_date,source,text,title
5.00001,5.00001.txt,MX,2016-05-20,https://www.diputados.gob.mx/LeyesBiblio/regla/n458.zip,5.00001.txt,CÓDIGO MARÍTIMO INTERNACIONAL DE MERCANCÍAS PELIGROSAS (CÓDIGO IMDG)
5.00002,5.00002.txt,MX,2009-06-04,https://www.diputados.gob.mx/LeyesBiblio/regla/n198.doc,5.00002.txt,ESTATUTO DE LA COMISIÓN DICTAMINADORA DEL PROGRAMA DE ATENCIÓN A CONTINGENCIAS CLIMATOLÓGICAS
5.00003,5.00003.txt,MX,2013-08-12,https://www.diputados.gob.mx/LeyesBiblio/regla/n198.doc,5.00003.txt,ESTATUTO DE LA COMISIÓN DICTAMINADORA DEL COMPONENTE ATENCIÓN A DESASTRES NATURALES EN EL SECTOR AGROPECUARIO Y PESQUERO DEL PROGRAMA DE PREVENCIÓN Y MANEJO DE RIESGOS
5.00004,5.00004.txt,MX,2014-09-05,https://www.diputados.gob.mx/LeyesBiblio/regla/n402.doc,5.00004.txt,ESTATUTO DEL CENTRO DE ESTUDIOS CONSTITUCIONALES DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN
5.00005,5.00005.txt,MX,2019-11-11,https://www.diputados.gob.mx/LeyesBiblio/regla/n676.doc,5.00005.txt,ESTATUTO DEL ÓRGANO DE CULTURA FÍSICA Y DEPORTE DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL
5.00006,5.00006.txt,MX,2024-02-20,https://www.diputados.gob.mx/LeyesBiblio/norma/estatuto/est089_20feb24.pdf,5.00006.txt,ESTATUTO DEL PERSONAL ACADÉMICO DE EL COLEGIO DE LA FRONTERA SUR
5.00007,5.00007.txt,MX,2022-12-12,https://www.diputados.gob.mx/LeyesBiblio/norma/estatuto/est074_12dic22.doc,5.00007.txt,ESTATUTO DEL SERVICIO CIVIL DE CARRERA DE LA COMISIÓN NACIONAL DE LOS DERECHOS HUMANOS
5.00008,5.00008.txt,MX,2015-08-12,https://www.diputados.gob.mx/LeyesBiblio/regla/n258.doc,5.00008.txt,ESTATUTO DEL SERVICIO FISCAL DE CARRERA
5.00009,5.00009.txt,MX,2004-08-20,https://www.diputados.gob.mx/LeyesBiblio/regla/63.DOC,5.00009.txt,ESTATUTO DEL SERVICIO FISCAL DE CARRERA DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA
5.00010,5.00010.txt,MX,2023-01-27,https://www.diputados.gob.mx/LeyesBiblio/norma/estatuto/est079_27ene23.pdf,5.00010.txt,ESTATUTO DEL SERVICIO PROFESIONAL AGRARIO DE CARRERA EN LA PROCURADURÍA AGRARIA
5.00011,5.00011.txt,MX,2006-08-11,https://www.diputados.gob.mx/LeyesBiblio/regla/n116.doc,5.00011.txt,ESTATUTO DEL SERVICIO PROFESIONAL DE CARRERA DE LA COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDÍGENAS
5.00012,5.00012.txt,MX,2019-02-06,https://www.diputados.gob.mx/LeyesBiblio/regla/n627.doc,5.00012.txt,ESTATUTO DEL SERVICIO PROFESIONAL DE CARRERA DE LA COMISIÓN REGULADORA DE ENERGÍA
5.00013,5.00013.txt,MX,2024-04-05,https://www.diputados.gob.mx/LeyesBiblio/regla/n186.doc,5.00013.txt,ESTATUTO DEL SERVICIO PROFESIONAL DE CARRERA DEL INSTITUTO NACIONAL DE ESTADÍSTICA Y GEOGRAFÍA
5.00014,5.00014.txt,MX,2021-11-18,https://www.diputados.gob.mx/LeyesBiblio/norma/estatuto/est061_18nov21.pdf,5.00014.txt,ESTATUTO DEL SERVICIO PROFESIONAL DE CARRERA EN EL CENTRO FEDERAL DE CONCILIACIÓN Y REGISTRO LABORAL
