Id,file,jurisdiction,last_reform_date,source,text,title
1.00001,1.00001.txt,MX,2024-03-22,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,1.00001.txt,CONSTITUCIÓN POLÍTICA ESTADOS UNIDOS MEXICANOS
1.00002,1.00002.txt,MX,2024-01-17,https://www.diputados.gob.mx/LeyesBiblio/pdf/CCF.pdf,1.00002.txt,CÓDIGO CIVIL FEDERAL
1.00003,1.00003.txt,MX,2023-12-28,https://www.diputados.gob.mx/LeyesBiblio/pdf/CCom.pdf,1.00003.txt,CÓDIGO DE COMERCIO
1.00004,1.00004.txt,MX,2023-09-05,https://www.diputados.gob.mx/LeyesBiblio/pdf/CJM.pdf,1.00004.txt,CÓDIGO DE JUSTICIA MILITAR
1.00005,1.00005.txt,MX,2023-06-07,https://www.diputados.gob.mx/LeyesBiblio/pdf/CFPC.pdf,1.00005.txt,CÓDIGO FEDERAL DE PROCEDIMIENTOS CIVILES
1.00006,1.00006.txt,MX,2024-03-04,https://www.diputados.gob.mx/LeyesBiblio/pdf/CFF.pdf,1.00006.txt,CÓDIGO FISCAL DE LA FEDERACIÓN
1.00007,1.00007.txt,MX,2024-04-01,https://www.diputados.gob.mx/LeyesBiblio/pdf/CMPP.pdf,1.00007.txt,CÓDIGO MILITAR DE PROCEDIMIENTOS PENALES
1.00008,1.00008.txt,MX,2024-06-04,https://www.diputados.gob.mx/LeyesBiblio/pdf/CNPCF.pdf,1.00008.txt,CÓDIGO NACIONAL DE PROCEDIMIENTOS CIVILES Y FAMILIARES
1.00009,1.00009.txt,MX,2024-01-26,https://www.diputados.gob.mx/LeyesBiblio/pdf/CNPP.pdf,1.00009.txt,CÓDIGO NACIONAL DE PROCEDIMIENTOS PENALES
1.00010,1.00010.txt,MX,2014-06-07,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPF.pdf,1.00010.txt,CÓDIGO PENAL FEDERAL
1.00011,1.00011.txt,MX,2014-06-27,https://www.diputados.gob.mx/LeyesBiblio/pdf/10_270614.pdf,1.00011.txt,ESTATUTO DE GOBIERNO DEL DISTRITO FEDERAL
1.00012,1.00012.txt,MX,1968-12-31,https://www.diputados.gob.mx/LeyesBiblio/pdf/79.pdf,1.00012.txt,"IMPUESTO SOBRE SERVICIOS EXPRESAMENTE DECLARADOS DE INTERÉS PÚBLICO POR LEY, EN LOS QUE INTERVENGAN EMPRESAS CONCESIONARIAS DE BIENES DEL DOMINIO DIRECTO DE LA NACIÓN"
1.00013,1.00013.txt,MX,2023-12-28,https://www.diputados.gob.mx/LeyesBiblio/pdf/LAdua.pdf,1.00013.txt,LEY ADUANERA
1.00014,1.00014.txt,MX,2024-04-01,https://www.diputados.gob.mx/LeyesBiblio/pdf/LAgra.pdf,1.00014.txt,LEY AGRARIA
1.00015,1.00015.txt,MX,2021-05-20,https://www.diputados.gob.mx/LeyesBiblio/pdf/14_200521.pdf,1.00015.txt,"LEY DE ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS DEL SECTOR PÚBLICO"
1.00016,1.00016.txt,MX,2023-05-03,https://www.diputados.gob.mx/LeyesBiblio/pdf/LAero.pdf,1.00016.txt,LEY DE AEROPUERTOS
1.00017,1.00017.txt,MX,2023-05-08,https://www.diputados.gob.mx/LeyesBiblio/pdf/LAN.pdf,1.00017.txt,LEY DE AGUAS NACIONALES
1.00018,1.00018.txt,MX,2024-01-24,https://www.diputados.gob.mx/LeyesBiblio/pdf/LACP.pdf,1.00018.txt,LEY DE AHORRO Y CRÉDITO POPULAR
1.00019,1.00019.txt,MX,2024-06-14,https://www.diputados.gob.mx/LeyesBiblio/pdf/LAmn.pdf,1.00019.txt,LEY DE AMNISTÍA (2020)
1.00020,1.00020.txt,MX,1994-01-22,https://www.diputados.gob.mx/LeyesBiblio/pdf/19.pdf,1.00020.txt,LEY DE AMNISTÍA (1994)
1.00021,1.00021.txt,MX,2024-06-14,https://www.diputados.gob.mx/LeyesBiblio/pdf/LAmp.pdf,1.00021.txt,"LEY DE AMPARO, REGLAMENTARIA DE LOS ARTÍCULOS 103 Y 107 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS"
1.00022,1.00022.txt,MX,2011-06-01,https://www.diputados.gob.mx/LeyesBiblio/pdf/21.pdf,1.00022.txt,LEY DE ASCENSOS DE LA ARMADA DE MÉXICO
1.00023,1.00023.txt,MX,2023-09-20,https://www.diputados.gob.mx/LeyesBiblio/pdf/LAREFAM.pdf,1.00023.txt,LEY DE ASCENSOS Y RECOMPENSAS DEL EJÉRCITO Y FUERZA AÉREA MEXICANOS
1.00024,1.00024.txt,MX,2024-04-01,https://www.diputados.gob.mx/LeyesBiblio/pdf/LASoc.pdf,1.00024.txt,LEY DE ASISTENCIA SOCIAL
1.00025,1.00025.txt,MX,2018-06-15,https://www.diputados.gob.mx/LeyesBiblio/pdf/LAPP_150618.pdf,1.00025.txt,LEY DE ASOCIACIONES PÚBLICO PRIVADAS
1.00026,1.00026.txt,MX,2015-12-17,https://www.diputados.gob.mx/LeyesBiblio/pdf/24_171215.pdf,1.00026.txt,LEY DE ASOCIACIONES RELIGIOSAS Y CULTO PÚBLICO
1.00027,1.00027.txt,MX,2023-05-03,https://www.diputados.gob.mx/LeyesBiblio/pdf/LAC.pdf,1.00027.txt,LEY DE AVIACIÓN CIVIL
1.00028,1.00028.txt,MX,2011-01-17,https://www.diputados.gob.mx/LeyesBiblio/pdf/LAAT.pdf,1.00028.txt,LEY DE AYUDA ALIMENTARIA PARA LOS TRABAJADORES
1.00029,1.00029.txt,MX,2022-05-11,https://www.diputados.gob.mx/LeyesBiblio/pdf/LBOGM.pdf,1.00029.txt,LEY DE BIOSEGURIDAD DE ORGANISMOS GENÉTICAMENTE MODIFICADOS
1.00030,1.00030.txt,MX,2019-04-12,https://www.diputados.gob.mx/LeyesBiblio/pdf/LCEC_120419.pdf,1.00030.txt,LEY DE CÁMARAS EMPRESARIALES Y SUS CONFEDERACIONES
1.00031,1.00031.txt,MX,2023-11-15,https://www.diputados.gob.mx/LeyesBiblio/pdf/LCPAF.pdf,1.00031.txt,"LEY DE CAMINOS, PUENTES Y AUTOTRANSPORTE FEDERAL"
1.00032,1.00032.txt,MX,2001-12-31,https://www.diputados.gob.mx/LeyesBiblio/pdf/238.pdf,1.00032.txt,LEY DE CAPITALIZACIÓN DEL PROCAMPO
1.00033,1.00033.txt,MX,2022-02-18,https://www.diputados.gob.mx/LeyesBiblio/pdf/LCJPJF.pdf,1.00033.txt,LEY DE CARRERA JUDICIAL DEL PODER JUDICIAL DE LA FEDERACIÓN
1.00034,1.00034.txt,MX,2006-12-21,https://www.diputados.gob.mx/LeyesBiblio/pdf/28.pdf,1.00034.txt,LEY DE COMERCIO EXTERIOR
1.00035,1.00035.txt,MX,2022-05-11,https://www.diputados.gob.mx/LeyesBiblio/pdf/LCM.pdf,1.00035.txt,LEY DE CONCURSOS MERCANTILES
1.00036,1.00036.txt,MX,1990-12-26,https://www.diputados.gob.mx/LeyesBiblio/pdf/30.pdf,1.00036.txt,LEY DE CONTRIBUCIÓN DE MEJORAS POR OBRAS PÚBLICAS FEDERALES DE INFRAESTRUCTURA HIDRÁULICA
1.00037,1.00037.txt,MX,2020-11-06,https://www.diputados.gob.mx/LeyesBiblio/pdf/LCID_061120.pdf,1.00037.txt,LEY DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO
1.00038,1.00038.txt,MX,2024-01-03,https://www.diputados.gob.mx/LeyesBiblio/pdf/LCF.pdf,1.00038.txt,LEY DE COORDINACIÓN FISCAL
1.00039,1.00039.txt,MX,2024-06-07,https://www.diputados.gob.mx/LeyesBiblio/pdf/LDRS.pdf,1.00039.txt,LEY DE DESARROLLO RURAL SUSTENTABLE
1.00040,1.00040.txt,MX,2008-10-20,https://www.diputados.gob.mx/LeyesBiblio/pdf/LDSCA.pdf,1.00040.txt,LEY DE DESARROLLO SUSTENTABLE DE LA CAÑA DE AZÚCAR
1.00041,1.00041.txt,MX,2024-05-03,https://www.diputados.gob.mx/LeyesBiblio/pdf/LDEFAM.pdf,1.00041.txt,LEY DE DISCIPLINA DEL EJÉRCITO Y FUERZA AÉREA MEXICANOS
1.00042,1.00042.txt,MX,2022-05-10,https://www.diputados.gob.mx/LeyesBiblio/pdf/LDFEFM.pdf,1.00042.txt,LEY DE DISCIPLINA FINANCIERA DE LAS ENTIDADES FEDERATIVAS Y LOS MUNICIPIOS
